"","Id","source","SalePrice","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","Functional","GarageArea","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","Bath"
"184",184,"train",2e+05,3,3,"VinylSd","VinylSd",0,0,0,"PConc",4,0.0516488368358986,1,3,"Detchd",2003,1.14858008168056,2.5
"185",185,"train",127000,3,3,"AsbShng","Plywood",3,0,0,"PConc",7,0.478844593722892,1,3,"Attchd",1986,-0.491570665969623,1
"186",186,"train",475000,4,4,"Wd Sdng","Wd Sdng",4,3,2,"BrkTil",7,1.70471067870296,1,5,"Detchd",1993,4.16408615507112,2.5
"187",187,"train",173000,3,3,"HdBoard","HdBoard",4,0,0,"PConc",7,0.112013454656887,1,3,"Attchd",1990,-0.560733649304269,2
"188",188,"train",135000,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",5,-1.35995453374721,1,2,"Detchd",1916,0.306767770236006,2.5
"189",189,"train",153337,3,3,"Plywood","Plywood",0,3,2,"CBlock",7,0.255959850999243,1,3,"Detchd",1979,-0.54690105263734,1
"190",190,"train",286000,3,4,"CemntBd","CmentBd",0,4,1,"PConc",7,0.97104840057095,3,3,"Attchd",2001,0.182274400233643,1.5
"191",191,"train",315000,3,4,"BrkFace","BrkFace",0,3,2,"CBlock",3,-0.152662177327446,1,3,"Detchd",1932,2.42315506027618,2.5
"192",192,"train",184000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.0516488368358986,3,3,"Attchd",1972,-0.0429993169134899,1.5
"193",193,"train",192000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.896753486329734,3,3,"Attchd",1999,-0.137851408343862,2
"194",194,"train",130000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",3,-0.431268105732007,1,3,"Detchd",2004,0.411500287857041,2
"195",195,"train",127000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.561284205654136,1,3,"Detchd",1989,-1.25829173836513,1
"196",196,"train",148500,3,3,"Plywood","Brk Cmn",0,3,1,"CBlock",7,-0.152662177327446,1,3,"Attchd",1976,-0.0884492773905431,2.5
"197",197,"train",311872,3,5,"CemntBd","CmentBd",0,4,1,"PConc",7,1.45396534313886,3,3,"Attchd",2007,0.445093736905298,2
"198",198,"train",235000,4,4,"Stucco","Stucco",4,5,1,"PConc",7,1.49575623239954,1,3,"Detchd",1918,3.18394787695728,2
"199",199,"train",104000,3,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,1.43906461168607,1
"200",200,"train",274900,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.77900559294418,3,3,"Attchd",2004,0.419404628809572,2
"201",201,"train",140000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.152662177327446,2,3,"Attchd",2003,-0.750437832165013,2
"202",202,"train",171500,3,3,"Plywood","Plywood",3,2,2,"CBlock",7,0.0005710832950624,1,3,"Detchd",1980,-0.438216364540039,2
"203",203,"train",112000,4,3,"MetalSd","MetalSd",0,0,0,"BrkTil",6,-0.347686327210639,1,3,"Attchd",1924,-0.376957722157924,2
"204",204,"train",149000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.245530820128967,2,3,"Attchd",2004,-1.28990910217525,1
"205",205,"train",110000,3,3,"AsbShng","AsbShng",1,0,0,"CBlock",7,-1.08134860534265,1,3,"Detchd",1948,-0.428335938349375,1.5
"206",206,"train",180500,3,3,"HdBoard","HdBoard",0,0,0,"PConc",7,0.125943751077115,2,3,"Attchd",1990,-0.116114470724401,2
"207",207,"train",143900,4,3,"HdBoard","HdBoard",0,3,1,"CBlock",5,-0.575214502074364,2,3,"Attchd",1962,0.385811179761316,1.5
"208",208,"train",141000,3,3,"Wd Sdng","Wd Sdng",2,1,1,"PConc",7,-0.747021491257177,2,3,"Attchd",1960,-0.7919356221658,1
"209",209,"train",277000,3,4,"Plywood","Plywood",0,4,1,"CBlock",7,-0.087654127366382,3,3,"Attchd",1988,1.1090583769179,2.5
"210",210,"train",145000,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",7,0.144517479637419,2,3,"Attchd",1964,-0.807744304070862,1
"211",211,"train",98000,3,3,"Stucco","Stucco",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.25829173836513,1
"212",212,"train",186000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.0597935345259258,2,3,"Attchd",2009,-0.570614075494933,2
"213",213,"train",252678,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.794597979248062,2,3,"Attchd",2009,0.694080476910024,2.5
"214",214,"train",156000,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.478844593722892,1,3,"Attchd",1996,-1.0093049983604,1
"215",215,"train",161750,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",7,-0.807386109078165,3,3,"Attchd",1977,-0.214918732631039,1.5
"216",216,"train",134450,3,3,"HdBoard","HdBoard",3,2,1,"CBlock",6,-0.120158152346914,1,3,"Attchd",1957,-0.523188029779747,1
"217",217,"train",210000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.0516488368358986,1,3,"Attchd",2004,-0.127970982153198,2
"218",218,"train",107000,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-1.22065156954493,1,3,"Detchd",1940,-0.341388187871534,1
"219",219,"train",311500,4,4,"VinylSd","VinylSd",0,3,2,"CBlock",7,-0.19445306658813,1,3,"Attchd",1939,0.895641171199564,1.5
"220",220,"train",167240,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.161949041607598,3,3,"Attchd",2005,-0.499475006922154,2
"221",221,"train",204900,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.938544375590418,2,3,"Attchd",2006,-0.00545369738896779,2
"222",222,"train",2e+05,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.384833784331247,2,3,"BuiltIn",2002,1.51415585073511,2.5
"223",223,"train",179900,3,3,"VinylSd","VinylSd",3,3,1,"CBlock",7,-0.180522770167902,2,3,"Attchd",1975,0.1012549054702,2.5
"224",224,"train",97000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.478844593722892,1,3,"Detchd",1989,-1.25829173836513,1
"225",225,"train",386250,3,5,"VinylSd","VinylSd",0,5,1,"PConc",7,2.29906999263269,3,3,"Attchd",2003,1.76116650550171,2
"226",226,"train",112000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1991,-0.392766404062986,2.5
"227",227,"train",290000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.15214225403392,2,3,"Attchd",1995,2.0141054159827,2.5
"228",228,"train",106000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1987,-1.0152332540748,1.5
"229",229,"train",125000,3,3,"HdBoard","HdBoard",3,2,1,"CBlock",7,-0.635579119895352,1,3,"Detchd",1974,-1.16343964693476,1
"230",230,"train",192500,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.199096498728206,3,3,"Attchd",2005,0.107183161184599,2
"231",231,"train",148000,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.747021491257177,2,3,"Attchd",1959,-0.606183609781322,1
"232",232,"train",403000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.56540771450068,3,3,"Attchd",1995,2.55555277123107,2.5
"233",233,"train",94500,3,3,"HdBoard","HdBoard",0,1,1,"CBlock",7,-0.858463862619001,1,3,"Attchd",1972,-1.0152332540748,1.5
"234",234,"train",128200,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",7,-0.765595219817481,1,3,"Attchd",1976,-1.19900918122115,1
"235",235,"train",216500,3,4,"VinylSd","VinylSd",0,3,2,"PConc",7,-0.152662177327446,3,3,"BuiltIn",2002,0.90749768262836,2.5
"236",236,"train",89500,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Detchd",1971,-1.0152332540748,1.5
"237",237,"train",185500,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.0980831582366588,2,3,"Attchd",2004,-0.171444857392118,2
"238",238,"train",194500,3,4,"HdBoard","HdBoard",0,0,0,"PConc",7,-0.0737238309461539,2,3,"Attchd",1993,0.480663271191687,2.5
"239",239,"train",318000,3,5,"VinylSd","VinylSd",0,0,0,"PConc",7,1.60255517162129,3,3,"Attchd",2007,0.38185900928505,2
"240",240,"train",113000,3,3,"VinylSd","VinylSd",3,4,1,"CBlock",7,-1.17421724814417,1,3,"Detchd",1949,-0.027190635008428,1.5
"241",241,"train",262500,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,1.28680178609612,2,3,"Attchd",2008,0.128920098804059,2
"242",242,"train",110500,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.25433956788886,1
"243",243,"train",79000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-0.561284205654136,1,2,"Attchd",1940,-0.120066641200667,1
"244",244,"train",120000,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,-0.858463862619001,2,3,"Attchd",1980,-0.560733649304269,1.5
"245",245,"train",205000,3,4,"VinylSd","VinylSd",0,2,2,"PConc",7,-0.0458632381056978,2,3,"Attchd",1994,1.20391046834827,2.5
"246",246,"train",241500,3,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",7,0.608860693645021,3,3,"Attchd",1988,0.733602181672679,2
"247",247,"train",137000,2,3,"AsbShng","AsbShng",0,0,0,"Stone",7,-0.152662177327446,1,1,"Detchd",1910,0.844262955008112,2
"248",248,"train",140000,3,3,"Wd Sdng","BrkFace",0,3,1,"CBlock",7,-0.10158442378661,1,3,"Attchd",1954,-0.248512181679295,1
"249",249,"train",180000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.125943751077115,2,3,"Attchd",2003,0.330480793093599,2.5
"250",250,"train",277000,3,4,"Wd Sdng","HdBoard",0,3,2,"CBlock",7,-0.389477216471323,3,3,"Attchd",1958,1.27109736644479,2
"251",251,"train",76500,1,3,"Wd Sdng","Plywood",2,0,0,"CBlock",4,-2.19577231896089,0,0,"NoGarage",1894,-0.384862063110455,1
"252",252,"train",235000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.302394172400004,3,3,"Attchd",2006,0.245509127853891,2
"253",253,"train",173000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.218812393878635,2,3,"Attchd",2004,0.275150406425882,2.5
"254",254,"train",158000,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",6,-0.760951787677405,2,3,"Attchd",1964,-0.392766404062986,2
"255",255,"train",145000,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.830603269778545,2,3,"Attchd",1957,-0.369053381205393,1
"256",256,"train",230000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.203739930868282,3,3,"BuiltIn",1999,1.5615818964503,2.5
"257",257,"train",207500,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.929257511310266,2,3,"Attchd",2003,0.449045907381564,2.5
"258",258,"train",220000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.868892893489278,2,3,"Attchd",2006,0.204011337853103,2.5
"259",259,"train",231500,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.42312340804198,2,3,"Attchd",2001,0.575515362622059,2.5
"260",260,"train",97000,3,3,"BrkFace","BrkFace",0,0,0,"PConc",7,-0.765595219817481,1,3,"Detchd",1956,-1.22272220407874,1
"261",261,"train",176000,3,3,"Wd Sdng","Wd Sdng",2,3,1,"CBlock",7,1.90902169286631,1,3,"Attchd",1991,-0.234679585012366,1
"262",262,"train",276000,3,4,"CemntBd","CmentBd",0,4,1,"PConc",7,1.83472677862509,3,3,"BuiltIn",2007,2.12081401884187,2.5
"263",263,"train",151000,3,3,"HdBoard","Plywood",2,3,1,"CBlock",7,0.0887962939565068,1,3,"Attchd",1978,-0.570614075494933,1
"264",264,"train",130000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,0.0516488368358986,1,3,"Detchd",1974,-0.365101210729127,1
"265",265,"train",73000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,0.144517479637419,1,3,"Detchd",1965,-1.4559002621784,1
"266",266,"train",175500,4,3,"MetalSd","MetalSd",4,3,1,"CBlock",7,0.478844593722892,3,3,"Attchd",1981,-0.155636175487056,2
"267",267,"train",185000,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.278034845109499,3,3,"Attchd",1997,0.0202354107067579,2.5
"268",268,"train",179500,3,3,"Wd Sdng","Wd Sdng",0,4,1,"PConc",7,-1.08134860534265,1,3,"Detchd",1939,1.36594945787516,2.5
"269",269,"train",120500,3,3,"VinylSd","VinylSd",0,4,1,"CBlock",7,2.09475897846935,3,5,"Detchd",1966,-1.42823506884454,1
"270",270,"train",148000,4,3,"HdBoard","HdBoard",4,2,1,"CBlock",7,0.144517479637419,2,3,"Attchd",1987,-0.766246514070074,1.5
"271",271,"train",266000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,2.69376172453915,2,3,"Attchd",2006,0.865999892627573,2.5
"272",272,"train",241500,3,3,"Plywood","Plywood",0,3,2,"CBlock",4,-0.157305609467522,1,3,"Attchd",1954,-0.272225204536888,1
"273",273,"train",290000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.919970647030114,3,3,"Attchd",1999,1.52008410644951,2.5
"274",274,"train",139000,3,3,"Wd Sdng","Wd Sdng",3,4,1,"CBlock",6,-0.6262922556152,2,3,"Attchd",1958,0.25934172452082,2
"275",275,"train",124500,3,3,"HdBoard","ImStucc",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Attchd",1982,-1.3531438297955,1
"276",276,"train",205000,4,4,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,0.92461407917019,1,3,"Detchd",1978,0.0933505645176694,2.5
"277",277,"train",201000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.464914297302664,3,3,"Attchd",2003,0.117063587375262,2
"278",278,"train",141000,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-0.338399462930487,1,3,"Detchd",1951,-1.25829173836513,1
"279",279,"train",415298,3,5,"CemntBd","CmentBd",0,5,1,"PConc",7,1.20322000757475,3,3,"Attchd",2007,1.22564740596773,2.5
"280",280,"train",192000,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,0.149160911777495,3,3,"Attchd",1977,1.03001496739259,2.5
"281",281,"train",228500,3,4,"Plywood","Plywood",0,3,1,"CBlock",7,0.474201161582816,3,3,"Attchd",1989,0.950971557867281,2.5
"282",282,"train",185000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.460270865162588,3,3,"Attchd",2006,-0.471809813588296,2
"283",283,"train",207500,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.711016200726693,2,3,"Attchd",2008,-0.369053381205393,2
"284",284,"train",244600,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.97402974282737,3,3,"Attchd",2008,-0.0647362545329501,2
"285",285,"train",179200,3,4,"Plywood","ImStucc",0,0,0,"PConc",7,0.260603283139319,2,3,"Attchd",1992,0.146704865947254,2
"286",286,"train",164700,3,4,"MetalSd","MetalSd",0,0,0,"PConc",7,0.255959850999243,2,3,"Detchd",2006,-0.495522836445889,2.5
"287",287,"train",159000,3,3,"Wd Sdng","Wd Sdng",4,4,1,"CBlock",7,-0.152662177327446,2,3,"Attchd",1962,0.46090241881036,1.5
"288",288,"train",88000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.27014824979392,1
"289",289,"train",122000,4,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1970,-1.18715266979235,1
"290",290,"train",153575,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-0.412694377171703,1,3,"Detchd",2003,-0.207014391678508,1
"291",291,"train",233230,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.984978696991178,2,4,"Attchd",2006,0.826478187864918,2.5
"292",292,"train",135900,2,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,0.425332884523971,2
"293",293,"train",131000,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",5,-0.890967887599533,1,3,"Attchd",1949,0.425332884523971,1.5
"294",294,"train",235000,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,0.30703760454008,3,3,"Attchd",1977,1.50625150978258,2.5
"295",295,"train",167000,3,3,"HdBoard","HdBoard",0,4,2,"CBlock",7,-0.254817684409119,3,3,"Attchd",1953,0.283054747378413,1
"296",296,"train",142500,3,3,"HdBoard","HdBoard",4,0,0,"CBlock",7,0.534565779403805,1,3,"Detchd",1984,-0.983615890264676,1
"297",297,"train",152000,3,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",7,-0.886324455459457,1,3,"Attchd",1950,0.113111416898997,1.5
"298",298,"train",239000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.478844593722892,2,3,"Detchd",1997,0.887736830247033,2.5
"299",299,"train",175000,3,4,"HdBoard","AsphShn",0,4,1,"CBlock",7,0.30703760454008,1,3,"Attchd",1968,0.478687185953555,2
"300",300,"train",158500,4,3,"HdBoard","HdBoard",4,4,1,"CBlock",7,-0.802742676938089,1,3,"Attchd",1950,-0.689179189782897,1
"301",301,"train",157000,3,3,"MetalSd","MetalSd",0,4,2,"CBlock",7,-0.454485266432387,1,3,"Attchd",1953,-0.325579505966472,1
"302",302,"train",267000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.975691832711026,3,3,"BuiltIn",1998,1.87973161978967,2.5
"303",303,"train",205000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.71864097512319,2,3,"Attchd",2001,0.0795179678507402,2
"304",304,"train",149900,3,3,"VinylSd","VinylSd",2,0,0,"PConc",7,0.367402222361068,1,3,"Attchd",1975,-1.19900918122115,1
"305",305,"train",295000,3,3,"CemntBd","CmentBd",0,5,1,"BrkTil",7,1.84401364290524,1,3,"Attchd",2003,3.93683635268586,3
"306",306,"train",305900,3,4,"CemntBd","CmentBd",0,0,0,"PConc",7,1.92759542142661,3,3,"Attchd",2004,0.98654109215367,2
"307",307,"train",225000,3,4,"HdBoard","Plywood",0,3,1,"CBlock",7,1.26822805753582,2,3,"Attchd",1990,1.46672980501993,2.5
"308",308,"train",89500,2,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.18725353929718,1
"309",309,"train",82500,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,0.30703760454008,1,3,"Detchd",1961,-1.26421999407953,1
"310",310,"train",360000,3,4,"VinylSd","VinylSd",0,5,3,"PConc",7,1.09177763621293,3,3,"Attchd",2003,0.875880318818236,2
"311",311,"train",165600,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.245530820128967,3,3,"Attchd",1993,0.000474558325430447,2.5
"312",312,"train",132000,4,3,"VinylSd","VinylSd",0,4,1,"CBlock",7,-1.08134860534265,1,3,"Detchd",1948,-1.04487453264679,1
"313",313,"train",119900,3,3,"MetalSd","MetalSd",3,4,1,"CBlock",7,-0.291965141529727,1,3,"Detchd",1939,-0.756366087879411,1
"314",314,"train",375000,3,3,"BrkFace","BrkFace",0,4,2,"CBlock",7,0.186308368898103,2,3,"Attchd",1965,1.05768016072645,2
"315",315,"train",178000,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,0.339541629520612,1,2,"Detchd",1925,0.277126491664015,1.5
"316",316,"train",188500,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,-0.189809634448054,3,3,"Attchd",2004,-0.135875323105729,2.5
"317",317,"train",260000,3,4,"CemntBd","CmentBd",4,3,1,"CBlock",7,0.0516488368358986,2,3,"Attchd",1983,1.68409918121453,2.5
"318",318,"train",270000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,2.56374562461702,2,3,"Attchd",2006,0.905521597390228,2.5
"319",319,"train",260000,3,4,"HdBoard","HdBoard",0,3,1,"PConc",7,0.850319164928974,2,3,"Attchd",1993,2.26309215598742,2.5
"320",320,"train",187500,3,3,"Plywood","Plywood",0,3,2,"CBlock",7,0.534565779403805,1,3,"Attchd",1980,-0.0568319135804191,2
"321",321,"train",342643,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,1.70471067870296,2,3,"Attchd",2006,2.16428789408079,3.5
"322",322,"train",354000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.85330050718539,3,3,"BuiltIn",2004,1.91134898359979,2.5
"323",323,"train",301000,3,4,"Plywood","Plywood",3,3,1,"CBlock",7,0.478844593722892,3,3,"Attchd",1987,2.42908331599057,2.5
"324",324,"train",126175,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-1.17421724814417,1,2,"Attchd",1955,-0.667442252163437,1
"325",325,"train",242000,4,4,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",7,0.42312340804198,3,3,"BuiltIn",1961,2.91915245504749,2.5
"326",326,"train",87000,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.524136748533528,1,3,"Detchd",1941,-1.37883293789123,1
"327",327,"train",324000,3,4,"BrkFace","BrkFace",0,4,2,"PConc",7,0.0005710832950624,3,3,"Attchd",1993,0.431261140238369,1.5
"328",328,"train",145250,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.839890134058697,2,3,"Attchd",1960,-0.232703499774233,1.5
"329",329,"train",214500,3,3,"Wd Sdng","Wd Shng",0,0,0,"BrkTil",7,-0.14801874518737,1,3,"Detchd",1930,1.25133651406346,2
"330",330,"train",78000,3,3,"Wd Sdng","Wd Shng",2,0,0,"PConc",7,-1.31816364448653,1,2,"Detchd",1920,-0.610135780257588,1
"331",331,"train",119000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.561284205654136,1,3,"Detchd",2002,0.449045907381564,2
"332",332,"train",139000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.765595219817481,2,3,"Attchd",1958,-0.878883372643641,1
"333",333,"train",284000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.890447964306,2,3,"Attchd",2003,0.253413468806422,2
"334",334,"train",207000,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.0516488368358986,2,3,"Attchd",2004,-0.282105630727552,2
"335",335,"train",192000,3,3,"VinylSd","VinylSd",0,3,2,"PConc",7,-0.00407234884501362,3,3,"Attchd",1998,0.271198235949617,2.5
"336",336,"train",228950,3,3,"Plywood","Plywood",0,4,2,"CBlock",7,0.260603283139319,3,3,"Attchd",1965,0.563658851193263,2
"337",337,"train",377426,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.943187807730494,3,3,"Attchd",2005,0.832406443579316,2
"338",338,"train",214000,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.274533579559547,2,3,"Attchd",2002,0.0696375416600765,2
"339",339,"train",202500,3,4,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.152662177327446,2,3,"Attchd",1984,0.23760478690136,2
"340",340,"train",155000,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.816672973358317,1,3,"Attchd",1958,-0.564685819780535,1
"341",341,"train",202900,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.19445306658813,3,3,"Attchd",2002,0.804741250245458,2.5
"342",342,"train",82000,2,2,"Wd Sdng","AsbShng",0,0,0,"CBlock",7,-0.830603269778545,1,3,"CarPort",1950,-1.30374169884218,1
"343",343,"train",87500,3,3,"Stucco","Stucco",0,0,0,"Slab",7,-0.338399462930487,1,3,"Detchd",1949,-0.910500736453765,2
"344",344,"train",266000,3,5,"MetalSd","MetalSd",0,5,1,"PConc",7,0.42312340804198,2,3,"Attchd",2005,0.362098156903723,2
"345",345,"train",85000,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-0.635579119895352,1,3,"Attchd",1976,-0.768222599308207,1.5
"346",346,"train",140200,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",7,-0.747021491257177,1,3,"Detchd",1939,0.150657036423519,1
"347",347,"train",151500,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.798099244798013,2,3,"Attchd",1960,-1.07253972598065,1
"348",348,"train",157500,3,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",7,0.116656886796963,1,3,"Attchd",1960,-0.0449754021516227,2
"349",349,"train",154000,3,4,"VinylSd","Wd Shng",0,0,0,"PConc",7,0.00521451543513842,2,3,"BuiltIn",2003,0.247485213092024,2.5
"350",350,"train",437154,3,5,"CemntBd","CmentBd",0,5,2,"PConc",7,1.08249077193277,3,3,"Attchd",2006,2.42513114551431,2.5
"351",351,"train",318061,3,5,"MetalSd","MetalSd",0,4,1,"PConc",7,0.669225311466009,2,3,"Attchd",2007,0.727673925958281,2
"352",352,"train",190000,3,3,"Wd Sdng","Wd Sdng",0,3,1,"PConc",7,-0.129445016627066,2,3,"Attchd",1986,-0.0943775331049413,1.5
"353",353,"train",95000,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-1.26708589094569,1,3,"Detchd",1941,-0.77019868454634,1
"354",354,"train",105900,4,3,"VinylSd","VinylSd",0,0,0,"BrkTil",7,0.0516488368358986,1,3,"Detchd",2005,-1.54284801265624,1
"355",355,"train",140000,3,3,"Wd Sdng","MetalSd",0,4,2,"CBlock",7,-1.08134860534265,1,3,"Attchd",1940,0.186226570709908,1
"356",356,"train",177500,4,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.223455826018711,2,3,"Attchd",1995,-0.594327098352526,2
"357",357,"train",173000,3,3,"HdBoard","HdBoard",0,0,0,"PConc",7,-0.338399462930487,2,3,"Attchd",1992,-0.659537911210906,2
"358",358,"train",134000,3,3,"CemntBd","CmentBd",3,1,1,"PConc",7,0.255959850999243,3,3,"Attchd",1976,-0.708940042164225,1.5
"359",359,"train",130000,3,3,"Wd Sdng","ImStucc",0,0,0,"CBlock",5,-0.858463862619001,1,3,"BuiltIn",1958,-0.293962142156349,1
"360",360,"train",280000,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.553139507964109,2,3,"Attchd",1998,0.836358614055582,2.5
"361",361,"train",156000,3,3,"VinylSd","VinylSd",3,3,1,"CBlock",7,-0.0133592131251657,2,3,"Attchd",1978,-1.16343964693476,1
"362",362,"train",145000,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-1.08134860534265,1,3,"Detchd",1940,0.00837889927796143,1
"363",363,"train",198500,3,4,"HdBoard","HdBoard",0,5,1,"Slab",7,0.92461407917019,2,3,"BuiltIn",2003,0.832406443579316,3
"364",364,"train",118000,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Detchd",1972,-1.0152332540748,1.5
"365",365,"train",190000,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,0.432410272322132,3,3,"Attchd",1976,0.144728780709121,2.5
"366",366,"train",147000,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-0.0226460774053177,1,3,"Detchd",1964,-0.30977082406141,1
"367",367,"train",159000,3,3,"Plywood","Plywood",0,4,2,"CBlock",7,0.190951801038179,2,3,"Attchd",1963,-0.210966562154773,1.5
